Title,Label
"Not just a ï¿½safe seatï¿½ for Rahul Gandhi, Congress sees Wayanad as key to its southern revival",1
"Maharashtra Governor, CM spar over reopening of shrines",1
Telangana set for assembly polls as parties end high-voltage campaigning,1
"FAKE Alert: Govt is NOT providing Rs 3,500 under ?Pradhan Mantri....Is Modi govt launching a new Rs 1,000 note?",0
Goa Minister blames high price of onion for dip in tourists footfall,1
DRDO develops UV disinfection tower helpful to fight Covid-19 in public places,1
Is Congress contesting on only 230 seats? Heres the fact check,0
Police disregard for civilians exposed,1
"Delhiites who went to Murthal eateries should self-isolate, get tested: Official",1
"Only 4 states have appointed judicial, non-judicial members of Lokayukta: Report",1
"AAI recruitment 2019: Applications invited for Apprentice posts, apply till September 20 at aai.aero",1
"Its more politics, less music in the battle of the BJP & Congress campaign songs",1
Special CBI court acquits all 32 accused in Babri demolition case,1
"Cult of Modi, birth of Kejriwal, fall of Congress  10 milestones of the decade in politics",1
New allegation against Twitter ï¿½ Modi supporters say PM is ï¿½shadow-bannedï¿½,1
Fact Check: Man in viral video inside polling booth is from TMC and not BJP,0
APPSC Forest Range Officers answer keys 2019 released at psc.ap.gov.in | Direct link available here,1
"No, anti-CAA protesters did not chant ÔPakistan zindabadÕ in Lucknow rally",0
Actress Ragini Dwivedi remanded to 14 days judicial custody,1
Were Hindus in Pakistan attacked by the police? 2013 video viral with false claim,0
Fact Check: Old Image From Anti-CAA Protest Goes Viral Claiming Civilian Posed As Cop During...,0
"ANI misreports PMO granting Rs 30 lakh to ailing Agra girl, several media outlets follow suit",0
"Fact Check: No, PM Modi was not watching the Imran Khan-Donald Trump meet on the big screen",0
"Buffalo racer, called Indias Usain Bolt, is injured in fall but doesnt want to miss action",1
"AAP to contest local body polls in Gujarat, announces list of 504 candidates",1
NSUI president Fairoz Khan quits over sexual harassment charges,1
Indian Armed Forces celebrate Fifth Veterans Day,1
Great Golden Circus only recognised circus in India: Central Zoo Authority to Delhi HC,1
"Maharashtra records 10,483 new COVID cases, 300 deaths; tally nears 5-lakh mark",1
IMF chief praises India for taking Ôvery decisiveÕ steps to deal with coronavirus pandemic,1
"Jaswant Singh ï¿½ communicator, crisis manager, man of letters and a student of history",1
Fact check: Did the signal cross the road in Hyderabad,0
Fact Check: Did Biden Ignore India But Invited All Our Neighbours....With Each Fake Quote They Manage To Prove How Objective And Fair I Am: ...,0
"Himachal minister tests Covid-19 positive, 4 days ahead of monsoon session",1
SC rejects Sajjan KumarÛªs bail plea in 1984 anti-Sikh riots case,1
ï¿½Kadam Mila Kar Chalna Hogaï¿½: Opposition finds inspiration in Atal Bihari Vajpayeeï¿½s poem,1
"Indias Covid tally crosses 82 lakh mark, recovery rate stands at 91.68 per cent",1
Was on phone with Hathras rape victim's father when he was told his daughter is no more: Priyanka Gandhi,1
HC seeks Bihar govt reply on petition alleging poor condition of quarantine centres in state,1
New photo of Omar Abdullah sporting long beard surfaces on social media,1
"3.64 crore unemployed people, govt shies away from talking about jobs: Priyanka Gandhi hits out at Centre",1
16.61 lakh people employed under Pradhan Mantri Kaushal Vikas Yojana: Government,1
"DUSUs first-ever magazine with articles from Chidambaram, Swamy runs into ABVP trouble",1
India to rebuild 56 schools destroyed in NepalÛªs 2015 earthquake,1
President Ram Nath Kovinds message to nation on Gandhi Jayanti,1
Deduction of DVC power dues from JharkhandÕs account unconstitutional: Soren tells PM,1
"ÔExplore possibility of accommodating outstation patientsÕ: Delhi HC tells govt, AIIMS",1
"Trump hopes India, China would be able to resolve border differences",1
"Jaishankar, Pompeo discuss bilateral, global issues ÔIndia has stakes in AfghanistanÕs stability; cross-border terror completely unacceptableÕ",1
"Safety, wellbeing of all Indians priority of Modi government: Amit Shah",1
Fake Tweet Claims Prashant Bhushan Filed PIL Challenging TikTok Ban,0
JP Nadda alleges Rajiv Gandhi Foundation received funds from China between 2005-09,1
BJP has a plan to beat Hooda in his fortress Rohtak  field a Jat. But it doesnt know who,1
"Pullback move complex, wonÛªt allow status quo change: India",1
"Û÷Unlock-3Ûª: Allow hotels, gyms, weekly markets to reopen in Delhi, AAP govtÛªs proposal to LG",1
"Will push Modi govt on Dalit issues, but wont rush out of alliance like TDP: Chirag Paswan",1
UPA flagged SC about Maoistsï¿½ ï¿½urbanï¿½ mobilisation strategy in 2013,1
"Hathras case: UP govt being ÔunethicalÕ, not doing its job, say Congress leaders Rahul, Priyanka Gandhi",1
"COVID-19: Delhi overtakes Kerala, Maharashtra as highest contributor to new cases in 24 hrs",1
JMM-Congress retain 2 Jharkhand seats in bypolls but victory margin down since 2019,1
UP Waqf Board Issues Denial As Claims Of A 'Babri Hospital' Go Viral,0
Fake News About SRK's Canadian Citizenship Rejected And Other News You ...,0
Decommissioned warship ÔViraatÕ to start last journey on Saturday,1
"Jammu and Kashmir: ED quizzes Farooq Abdullah, NC and PDP say vendetta",1
"Deemed forest: SC nod awaited, BSY govt considers releasing 67% of it",1
"Ram Vilas Paswan, ï¿½weather scientist of Indian politicsï¿½, fights a do-or-die battle in Bihar",1
"Actively considering lockdown, night curfew: Delhi govt tells HC",1
Dont interfere: India slams Turkey as President Erdogan backs Paks stand over Kashmir,1
"BJP leader, 4 others held in Ballia case",1
"41,100 fresh COVID-19 cases take national tally to 88.14 lakh",1
"Karnataka plans blanket ban on cow slaughter, to bring in more stringent version of 2010 bill",1
Can NRIs vote online in 2019 Lok Sabha Elections? Heres the...,0
Top Hindu seer says will lay Ram temple foundation stone on 21 February,1
"Fact Check: No, banks are not going to have five-day week.2019: The Year In Five Fact-Checks",0
"Stuck in Gurugram, 7 hearing impaired Kashmiri youths back home finally",1
Modi brings up ?Jungle Raj? as BJP and JD(U) fall back on old line of attack on RJD,0
10 things Modi must avoid doing in Australia,0
"Over 1,200 Indians stranded in Maldives set to sail back home",1
Fact Check: The curious case of a 'desecrated' Kali idol in a Bengal temple. Fact Check: The curious case of a 'desecrated' Kali idol in a Bengal temple,0
Fact-check: Was India excluded from Joe Bidenâs inauguration ceremony?,0
Unrelated video from Kerala shared as KÕtaka INC workers burning PM ModiÕs effigy,0
Sikh radicals at rebel AAP rally sparks fears party is flirting with separatists again,1
8 teams of scientists from India and US selected for pursuing research on Covid,1
Chinese Dancers are NOT performing to Indian devotional song,0
High Court reserves order on ArnabÕs bail petition,1
"Defence sector focus of Modi government, says JP Nadda",1
Fact Check: Still from the film ÔParzaniaÕ being circulated with anti-RSS...,0
FadnavisÕ friend Sandip Joshi gets party nomination for Nagpur graduate constituency,1
"National Covid cases reach 82.67 lakh; recoveries surge to 76,03,121",1
These are Indias 34 most powerful political families,1
"President Kovind, VP Naidu greet nation on Dussehra eve, urge to follow COVID-19 protocols during celebrations",1
"Farmer unions reject Modi govtï¿½s offer to suspend farm laws for 18 months, demand full repeal",1
Fact Check: Old pic of joint military exercise viral as Indo-China clashes in Ladakh.Fact Check: Old pic of joint military exercise viral as Indo-China clashes in Ladakh,0
Fact check: Viral image of boys with skullcaps serving drinking water to train passengers is of 2016,0
Coordinated efforts by largest economies will lead to faster recovery from Covid-19: PM at G20,1
Shaheen Bagh protesters look ahead for Jan 22 Supreme Court hearing on CAA,1
Service to the differently-abled,1
Fact Check: The Nizam of Hyderabad never fled as Yogi Adityanath claimed,0
The sham of Republic TVâs Twitter Polls,0
Kerala FinMin welcomes centres decision of raising borrowing limits of states,1
Haryana polls: Sacked BSF constable Tej Bahadur to contest against CM,1
Fact Check: Picture of Rohingya Muslims shared as migrant crisis in...,0
Video from Indonesia viral as torture of Uighur Muslims in China,0
Video from Cuba shared as kids in convent school in India dancing provocatively,0
Fact Check: Simulation of underwater volcanic explosion passed off as Mount Sinabung eruption,0
False: Rahul Kanwalâs claim about Trump suggesting early access of COVID-19 vaccine to India,0
BJP launches Op Kamala 3.0 to topple Karnatakas JD(S)-Congress govt,1
"Modi thanks silent voters for Bihar victory, gives warning to those killing BJP workers",1
Did Aamir Khan donate money hidden in wheat bags to poor...,0
Fact Check: Who's this man wrapped in a Pakistani flag and standing on the Tricolour?,0
"Even in 2019, greater vote share for NOTA in ÔReserved ConstituenciesÕ",1
Centre begins stocktaking of exotic live species,1
"Fact Check: Is China trying to kill 20,000 people affected with Corona virus?",0
WHO declared Coronavirus as COVID-19 which stands for Corona Virus Disease NOT China Outbreak Virus In December 19,0
Delhi violence: Court grants police time till Sep 17 to complete probe in UAPA case,1
Mythical bird Jatayu mentioned in Ramayan spotted in Kerala? Fact check,0
"Fact Check: Nagma goofs up again, calls anti-govt activist Vajpayee?s niece.Did pro-Modi chanting disrupt Rahul Gandhis Ujjain rally recently? Fact check",0
"PM Modi a versatile genius who thinks globally and acts locally, says SC judge Justice Arun Mishra",1
Time running out for BJP and Pilot in Rajasthan as Gehlot makes moves for trust vote,1
Unrelated photos passed off as brutality by Indian government in Kashmir,0
Previous govts lacked courage to effect farm reforms due to poll-focussed mindset: PM Modi,1
"Delhi: Teachers, students of universities concerned over online classes, fee hike",1
Former MP CM Shivraj Chouhan was not eating non-veg; dont believe...,0
Who Bunks Rajya Sabha Sessions The Most?,0
Gujarat: Govt begins groundnut procurement at MSP,1
"Gorakhpur Tragedy: Hero Doctor Forced To Deal With Smear Campaign, Baseless Allegations Against Him.Fact Check: Pakistan minister tries to pass off lathicharge on Ram Rahim supporters as atrocities in Kashmir",0
Kerala jumbo care centre to be worldÕs largest care-and-cure facility for elephants,1
"Conducting free, fair, participative and safe elections in Bihar a priority: CEC",1
"Sunanda Pushkar's death: 3 fake passport holders under scanner, Police team to head to Dubai ",0
How Vijay Mallya ï¿½charmedï¿½ his way into Rajya Sabha,1
"No, Bill Gates Did Not Say This About India And Its People",0
Media misreports that Pak PM was called âwelder from Bronxâ by American anchor,0
Fact Check: Viral Image Of Old Patient Lying On Straw Bed...,0
Why Muslim women will blame Congress for no progress on the triple talaq bill,1
"Asaduddin Owaisi visits West Bengal, meets influential Muslim cleric to discuss state polls",1
Grant protection if threat to life & liberty is perceived: HC to Chandigarh Police,1
Govt Owes Cash-Strapped Air India Rs 10 Bn: Jayant Sinha Tells Lok Sabha,1
ï¿½My doors are always open for youï¿½ ï¿½ PM Modi bids teary-eyed farewell to Ghulam Nabi Azad,1
Did Pak PM Imran Khan hide when PM Modi entered the....Bengaluru's Modi Masjid Named After PM Modi And Other News You Almost...,0
Fact Check: Putin did not ban interfaith marriages for Muslim men in Russia,0
16 years old and stuck in solitary confinement 23 hours a day because of coronavirus,1
"EVMs vulnerable to hacking, return to ballot paper seeks plea in SC",1
"ÔFarmerÕs sonÕ Sunny Deol fails to reach out to farmers, BJP cites pandemic",1
"ÔNo seat reserved in Kashi-Mahakal Express on basis of religionÕ, clarifies Piyush Goyal",1
SC dismisses anticipatory bail plea of DHFL promoters in Yes Bank money laundering case,1
"PM Narendra Modi inaugurates various projects under Û÷Namami GangeÛª yojana, Û÷AMRUTÛª yojana in Bihar",1
"PMO cannot fight Covid-19 alone, need to empower strong CMs, says Rahul Gandhi",1
"India, Nepal agree to advance ties as Foreign Secretary meets Nepalese top leadership",1
Congress slams Pakistan for using Rahul Gandhiï¿½s name in UN petition on Kashmir issue,1
"Las probabilidades de contagiarse de covid-19 en un aviÌ?n son menores de lo que piensas, dicen los cientÌ?ficos",1
"BPCL recruitment 2019: Application process for Trainee posts to end tomorrow, apply now at bharatpetroleum.com",1
Extension for SIT probing Hathras case,1
Fact Check: COVID-19 Cure Claims In UP Board's Class 12 Textbook Are False.Fact Check: 1-year-old dance video of Lalu's sons goes viral with misleading claim,0
"TSRTC employees present flowers to protest, as strike enters 18th day",1
"2 BJP CMs in northeast oppose citizenship bill, urge Rajnath to ensure it doesnt pass",1
Fact Check: Did PM Modi Write A Letter To UP CM Yogi For Supporting 'Hindu Rashtra'?,0
HC stays transfers of ArmyÛªs first Û÷colonel coupleÛª as they aver violation of norms,1
BJP has 'institutionalised lies': Rahul Gandhi,1
Fact Check: Netizens share Shikhar Dhawan?s cropped image to question BCCI?s patriotism.Fact Check: Netizens fall prey to British PM Boris Johnson's imposter account offering apology for colonial rule in India,0
"Dolphins, trekking ï¿½ Aaditya Thackeray plans Maharashtraï¿½s own ï¿½travel and livingï¿½ TV show",1
"If exit polls hold true, Chirag may fulfil fatherÕs wish",1
"Lalu will be out on bail on 9 November, Nitish?s farewell next day, says Tejashwi Yadav",0
Fake account in Nita Ambaniâs name claims Reliance gifted solar power plant for Ram Mandir,0
Fact Check: Old video of Khushbu Sundar slapping a man resurfaces after she joins BJP,0
Video of Muslim vendorâs unhygienic handling of fruits falsely linked with spreading coronavirus,0
Fact Check: IPS Vinay Tiwari has not been transferred to CBI...,0
Covid tally goes past 42L; 69k recoveries in 24 hrs,1
Physics Professor HC Verma Debunks A False Claim That He Donated Rs 1 Crore To PM's Relief Fund,0
A father tracked down and tortured his daughterÕs rapist? HereÕs the...,0
Viral Video Of Grief-Stricken Rickshaw Puller Is From Bangladesh.Fact Check: Viral video of attack on Nitish Kumars convoy is two years old,0
"India-China faceoff continues, heavily armed Chinese troops increase; reinforcements become noticeable",1
"Songs, slogans & hashtags ï¿½ the quick, cheap way Haryana & Punjab are pepping up polls",1
BSF gets first lot of fully indigenised rifle grenades,1
"BJPs Bihar ally Kushwaha likely to quit NDA, final call expected on 6 December",1
2L to 3L cases in 10 days; talking can spread virus,1
"Unlock 5.0 school reopening guidelines explained: Know when, how schools will open",1
"Ahead of Bharat Bandh, MHA asks states to ensure law and order",0
ISIS destroying artefacts in Iraq shared as TMC workers breaking Vidyasagar statue,0
Who is in power 2011  2016?,1
"Will stick with BJP alliance, hope it delivers on Assam Accord promises, AGPï¿½s Bora hints",1
Did governmental regulations prevent RSS from hoisting national flag for 52 years?,0
Fact Check: Italys Republic Day ceremony passed off as Frances farewell to Rafale,0
Kushner says Israel-UAE deal 'should increase the probability' that UAE gets F-35 jets,1
Viral Image Does Not Show An Under-Construction Ram Temple In Ayodhya,0
"Fact Check: Unrelated Photo Shared With Claim Of The Person Murdering Bihar's Gulnaz Khatun. No, This Is Not One Of The Accused In Bihar's Gulnaz Khatun Case",0
UP constable held for raping woman who consumed poison,1
Û÷Let us code for an Aatmanirbhar BharatÛª: PM launches Aatmanirbhar Bharat App innovation challenge,1
"UP: Woman sets herself on fire, son suffers burn injuries while attempting to save her",1
"Rajya Sabha member flags concerns over high airfares on Gulf, other routes",1
Retired judge moves SC seeking investigation into role of police officials in Hathras incident,1
AAP distributed Ômagic blanketsÕ to differently abled? HereÕs the fact check,0
What is the lowest ever voting percentage in an election in Jammu & Kashmir?,0
"Listen to people, save democracy: Gehlot to MLAs",1
Hacking of trees resumes in Aarey Colony as Section 144 imposed; 29 activists arrested,1
Fact Check: Are These Photos Of Women Being Shared On Social Media Of JNU Students?.Fact Check: Are these photographs of Earth really sent by Chandrayaan-2?,0
"Amidst sudden limelight, Pawan Jallad asks for respect, decent life for his family",1
Khadse has made me a villain to justify his act: Fadnavis,1
Imran KhanÕs party shares old videos from Kashmir to portray recent unrest,0
Licence for some vaccines in a few weeks,1
Beware of these fake ids in the name of PM Cares Fund,0
Fact Check: Video of successful BrahMos missile launch shared as failed...,0
"Enforcement Directorate arrests actor, businessman Sachin Joshi",1
Sushant Singh Rajput cremated in presence of family and close friends,1
Fact Check: Old picture of Ôfire tornadoÕ shared as a recent...,0
"PM Modi modifies Shastriï¿½s ï¿½Jai Jawan, Jai Kisanï¿½ slogan to include ï¿½Jai Anusandhanï¿½",1
3 Northeast states hike duty on liquor by 25 per cent to meet financial burden arising from lockdown,1
"Modi govt keeps solicitor-general post vacant amid resignations, jockeying & speculation",1
"Former Bihar police chief takes political plunge, joins JD(U)",1
Rs 124 crore assets of media group attached in bank fraud case,1
"Centre allows political gatherings in Bihar, bypoll constituencies with conditions",1
"Vadodara: Autorickshaw driver attacks another with knife, booked",1
Fact Check: This video of the ÔWaterfall of the BrideÕ is...,0
Elgar Parishad case: Varavara Rao's wife moves SC seeking bail for him,1
Priyanka Gandhi slams govt over plight of Varanasi toddler whose parents were arrested during anti-CAA protest,1
BJP being singled out  Manoj Tiwari wants independent body that will define hate speech,1
Debunking the 10 question conspiracy theory about Rajiv GandhiÕs assassination,0
"NixonÛªs remarks against Indians reflect his Û÷vulgarityÛª, Û÷racismÛª: Former diplomats",1
Did Modi Govt Relax Rules For Muslim Women Traveling For Haj?,0
Soren govt steeped in corruption: Nadda,1
Delhi Riots: Misinformation Surrounds Gunman Mohammed Shahrukh's...,0
5 die of coronavirus in Jaipur; Rajasthan toll reaches 82,1
Fact check: 4-year-old clip being used to slam anti-CAA protesters,0
Jammu and Kashmir administration to release three local leaders from detention today,1
"Alia Bhatt, Ranbir Kapoor?s FAKE wedding picture goes viral!.Kareena Kapoor Khan pregnant again? Social media goes gaga with 2016 image",0
"Shopian ï¿½encounterï¿½ staged, Army capt, 2 others planted illegal weapons on bodies ï¿½ J&K Police",1
State determined to forge ahead: Andhra Pradesh CM on Formation Day,1
MEA walks back on ministerÛªs Buddha remark,1
BBC didnt predict win for BJP in Rajasthan; dont believe the...,0
"Sena-Congress-NCP alliance Ôopportunistic, wonÕt last beyond 6-8 mthsÕ: Nitin Gadkari",1
This picture of a helpless dog is NOT from the recent...,0
Kamal Nath moves Supreme Court over ECï¿½s decision to revoke his ï¿½star campaignerï¿½ status,1
"Hathras case: BJP worries mount, party treads carefully",1
FACT CHECK: The truth about the Bengaluru conductor clearing UPSC Mains...,0
The video of a mock drill conducted by the Hubli police is being circulated as an actual incident,0
"Ties with India fragile, need to avoid confrontation: Chinese envoy",1
Fact Check: Did communist government in Kerala impose a blackout on August 5?. Fact Check: Delhi HC has not ordered release of protesters held during farmers? agitation,0
"PM Modi speaks with Tanzania Prez, reiterates commitment to partnering in its development journey",1
Nursery admissions to begin from 18 February in Delhi,1
Cybercrime gang member held in Punjab for duping Muzaffarnagar resident of Rs 2.2 lakh,1
"Taliban at Afghan deal table, Delhi signals shift, attends Doha meeting",1
"No, This Is Not Atal Bihari Vajpayee's Niece; Debunked Claim Revived",0
"Amid tensions over Soleimani killing, India, UN, other nations call for restraint",1
The Five mantras for Fact Checking,0
Pak court appoints 3 senior lawyers as amici curiae in Jadhav case,1
HP Guv asks Javadekar to grant FRA exemption for Jal Jeevan Mission,1
Fact Check: American students did not sing Indian National Anthem to...,0
JSSC Excise Constable answer keys 2019 released at jssc.nic.in | HereÕs how to raise objections,1
"Regulate digital media first, sufficient framework exists on print, electronic media: Centre to SC",1
"Did J&K Police seize arms & ammunition from a bike? No,...",0
"Fact check: No, Nirmala Sitharaman never said onion price rise doesnât matter to her",0
"Rs 19,444 cr sanctioned for MSP operations",1
Delhi government decides to implement centreÕs order on allowing shops to open: Reports,1
"UN report proves Pakistan is hub of global terrorism, says IndiaÛªs foreign ministry",1
North India will witness more cold waves till year end: IMD,1
"Binay Tamang, Anit ThapaÕs factions of GJM protest against Bimal Gurung in Darjeeling",1
PM Narendra Modi to attend Dev Deepawali and Prakashotsav in Varanasi,1
"Communication with Chandrayaan-2 moon lander lost; PM Modi says, ÔdonÕt lose hopeÕ",1
Trump's planned troop pullout from Germany has many military holes,1
Congress initiates back-channel talks to win back rebel Karnataka MLAs,1
Fact Check: Did Tata Motors Launch Electric Car 'EVision' Which Can Run For 1000 Km On One Charge?,0
"Ayodhya pilgrims to get ropeway connecting airport, bus stand, rail station with Ram Mandir",1
"Associated Press Misreports Age Of Alleged Rape Survivor From UP,...",0
Mumbai woman dies after being slapped allegedly by her boyfriend,1
Uddhav Thackeray orders probe into power outage in Mumbai,1
Fact Check: This kidnapping drama is not what it seems,0
Old report of BJP Gujarat govtÕs demolition drive that erased 50 temples shared as recent,0
"GATE 2020 registration: GOAPS link activated on gate.iitd.ac.in, exams to start from February 1",1
"Police bust Pakistan backed narco-terrorism module in Kashmir, 21 kg heroin, Rs 1.34 crore cash recovered",1
Meet The Fake Accounts Impersonating Wing Commander Abhinandan....Fact Check: Reports of IAF pilot Gunjan Saxena being a ?Shaurya...,0
Give weekÛªs notice to Saini for arrest: High Court,1
Delhi Deputy CM Sisodia hospitalised due to COVID-19,1
"Dont issue ordinances when in power, says Naidu in Rajya Sabha, urges for political consensus",1
Social media users foxed by video of Trump lookalike ÔgropingÕ a woman,0
Amit Shah launches mobile RTPCR lab in Delhi; result in 6-8 hours,1
"Sadly, false news travels faster than truth: Jyotiraditya Scindia amid rumours of leaving BJP",1
Fact Check: Did Burj Khalifa light up with Israeli flag after the historic pact with UAE?,0
SHOCKING: Arvind Kejriwal To Reward Himself Rs 1 Crore For Martydom,0
Old Prank Video Doctored And Revived With Anti-Congress Narrative,0
ÔWill see if IndiaÕs concerns are fully accommodatedÕ: PM Modi ahead of Thailand trade meet,1
"Dumka gangrape: Item dance, porn on phone prepare mindset for rape, says RJD leader",1
"CAA protests: Hundreds march towards PM residence with hands tied, stopped by police",1
UP man beheads 60-year-old to appease deity to hasten his and 5 siblingsÛª weddings,1
"Days after 4 kurta claims, Kashmir parties seek CBI probe into Governorâs overcoat",1
Fact Check: No board exams in Bengal this year? Mamatas edited clip goes viral,0
22 rebel Madhya Pradesh Congress MLAs join BJP in presence of Jyotiraditya Scindia,1
Dashboard to monitor air quality of Indian cities,1
Did Messi donate his six golden boots to UNICEF? Heres the...,0
Tamil Nadu CM Palaniswami seeks more funds to fight pandemic,1
"No, MS Dhoni didnÕt confirm that heÕll be playing 2020 T20...",0
BJP MLA Raja Singh says he has no Facebook account after being banned,1
"Telangana barred from taking up new projects on Godavari, Krishna rivers",1
Fact Check: Old video goes viral as Nihang Sikhs marching to Delhi for farmers protest,0
"Sadhna Singh Chouhan, the half chief minister of Madhya Pradesh",1
"With 24,879 fresh cases IndiaÕs COVID-19 tally crosses 7.6 lakh, death toll climbs to 21,129",1
"Domestic flights to cease operations from Wednesday, says Govt as Coronavirus crisis deepens",1
"With southwest monsoon lingering, northeast monsoon delayed: IMD",1
"No going back on agri-legislations, say BJP leaders as they downplay differences with Akali Dal",1
Congress says it will have elected president by June at any cost after stormy CWC meet,1
"ÔBSP a disciplined party, doesnÕt believe in violent protestÕ: Mayawati after skipping Oppn meet",1
BJP MP Rita Bahuguna JoshiÕs granddaughter dies of burn injuries sustained on Diwali,1
Experts welcome UN Secy GenÛªs advice to India to phase out fossil fuel for combatting climate change,1
"5,500 km international borders in Northeastern region shut during lockdown",1
Old video of childs murder from Thailand is misleading Indians,0
BJP leader who threatened to hug Mamata if he contracted Covid tests positive for infection,1
Fact Check: Semi-Nude Image Shared With False Claim To Defame JMI...,0
"Maharashtra government to temporarily release 17,000 prisoners",1
"DelhiÕs air quality remains in Ôvery poorÕ category, AQI recorded at 346",1
Fact Check: Is this Bharat Biotech VP taking the first dose of anti-Covid drug Covaxin?.Fact Check: First Dose Of COVAXIN Administered On Bharat Biotech Vice President VK Srinivas?,0
The government is not declaring ÔNational EmergencyÕ; donÕt believe this WhatsApp...,0
Govt speeding up industrial reforms; private sector to enhance operational efficiency: Experts,1
"PM Modi, Shah likely to hold  15-20 rallies in poll-bound Bihar",1
No Chinese infiltration in last 6 months: MoS in Rajya Sabha,1
"Veterans meet Maharashtra Governor over attack on ex-Navy man, seek action",1
"CIC slams NIC, MeitY for evasive reply on Aarogya Setu app, issues notice",1
Two-year-old video falsely shared as Amit Shahâs convoy attacked in Bihar during campaigning,0
"With tech developed by NCL, green fuel-operated cooking stoves launched by Dr Harsh Vardhan",1
Did PM Modi applaud P ChidambaramÕs arrest; hereÕs the truth behind...,0
"Under attack from Trump & pressure from China, Pakistani army seeks peace with India",1
Hathras case: Congress workers block cavalcade of Smriti Irani in Varanasi,1
"No, this video does not show people dancing in London to a Hindi song during the 2019 Cricket World Cup",0
Photos of CAA protests at Shaheen Bagh shared with âfake farmersâ claim,0
Fact Check: Khadi India is not selling three masks for Rs 999,0
"Fire breaks out a Bhilwara hospital, over 50 patients rescued",1
ÔDiplomatic victoryÕ for India as EU Parliament defers voting on resolution against CAA,1
"Muslim leaders including litigant get Ram Mandir ceremony invite, no opposition leader on list",1
Video of Hindu ritual shared as Òcows forcefully made to run over Muslims in IndiaÓ,0
Old video from Karachi viral as fallen billboard injures bikers during Cyclone Nivar in Tamil Nadu,0
"Fact Check: Suresh Raina did not test positive for COVID-19, donÕt...",0
Siddiqullah Chowdhury ï¿½ Mamataï¿½s ï¿½extremeï¿½ minister who clashes with Modi & Sheikh Hasina,1
"Fact Check: No, union home minister Amit Shah didnât tweet that Internet will be snapped in J&K",0
"Covid-19: NHRC issues advisory to Centre, states",1
"In alliance with Congress, Naidu seems to be finally emerging from NTRï¿½s shadow",1
âBiryani for terroristsâ: BJP continues to milk a false claim,0
"BJP sets up talks between farmers, Rajnath & Goyal to end deadlock over Punjab train services",1
Pak social media accounts share manufactured video of Indian air force jet being shot down,0
5 reasons why BJP lost Jharkhand assembly elections,1
Mehbooba to condemn future killings in advance,1
"Police raid house of JNU student, charged with sedition",1
Fact Check: Can Houseflies Spread COVID-19?,0
"Arundhati Roy Writes On Politics Of 'Perfect Majority', 'Satanic Minority'",1
"Heavy rains, floods disrupt lives across 4 states; 42 dead in Kerala, dozens missing after landslides",1
Woman arrested for impersonating ETV channel director via fake FB account,0
Hyderabad Banning Kite Flying During Sankranti And Other News You...,0
"Congress urges PM Modi to convene opposition meet, inform about roadmap to contain inflation",1
Man detained for Û÷confining and rapingÛª employee,1
Amazon India launches Amazon Academy to help students prep for JEE,1
Home Minister Amit Shah tested positive for COVID-19? Heres the truth,0
Fact Check: Japanese Nobel laureate never said China manufactured coronavirus,0
Todayï¿½s keenly-watched election results wonï¿½t tell us what 2019 will look like,1
Naqvi: Minorities flourishing equally,1
No point continuing alliance with BJP if it wonï¿½t keep its promise: Sanjay Raut,1
"Govt examining Cairn retrospective tax order, law of the time has to be carried outCBDT chief",1
Video of womenâs gang nabbed for extortion shared as child-kidnappers arrested in Gujarat,0
France retains spot as IndiaÛªs reliable strategic partner,1
Fake Claim Of 'Two Suns And The Hunter's Moon' Phenomenon Seen In The...,0
34 years after the assassination: The Idea of Indira,1
Did Dettol know about the new ?novel Coronavirus? before the outbreak?....Fact Check: Did a 1981 novel predict the outbreak of Corona virus in 2020?,0
"No, This Is Not Wing Commander Abhinandan Varthaman's Mother",0
"4 astronauts identified for Gaganyaan mission, training to start in Russia this month: ISRO",1
Fact Check: This thrilling race between auto-rickshaws is not from India,0
"Meena appointed as new DCP, Southeast Delhi",1
Bihar Elections: 33.1 % voting recorded till 1 pm,1
Protest at Mumbai's KEM Hospital after staffer dies on duty,1
Valour wall' of gallantry-winning CRPF officers inaugurated,1
Should You Keep Your Finger On An EVM Machine Till VVPAT Slip Appears? ...,0
SushantÕs former aide moves Bombay accusing NCB of illegal detention,1
Kejriwals AAP playing politics on migrants rail fare: Bihar minister Sanjay Jha,1
"Rahul Gandhi hits out at Centre, says contraction in economy due to Gabbar Singh Tax",1
Pak intruder shot dead along IB in Barmer,1
Uttar Pradesh registers maximum number of cases of crimes against women: NCRB,1
Javed Akhtar & Nikkhil Advani behind Congress campaign Ab Hoga Nyay,1
Fake Alert! Indian Railways deny rumours of running special train services,0
"Ram Mandir donation drive volunteers in MP were given dos & donts list, but they flouted it",1
Did people in Saudi Arabia protest against PM Modi?. Did people protest against PM Modi in Saudi Arabia? Here?s the...,0
Fact Check: Viral photo of bling funeral is not of Kuwait's richest man,0
Mehbooba accuses Centre of crushing J&K economy,1
"Sukhbir Badal to contest from Ferozepur, hopes to revive SADï¿½s fortunes in centenary year",1
Fact Check: Andhras new election commissioner was not an Evangelical Lutheran pastor.WhatsApp forward claiming COVID-19 deaths under Govt Insurance Scheme is Misleading,0
Mumbai Congress Chief Tweets Photoshopped Picture Of Modi. Indian High Commission In Kenya Tweets Photoshopped Image Of Yoga...,0
